FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area,ID_COUNTY,ID_TRACT_00,ID_TRACT_10,ID_TRACT_20,ID_BLKGRP_00,ID_BLKGRP_10,ID_BLKGRP_20
1569,10006547,MARYLAND CORRECTIONAL TRAINING CENTER HED/EHU,18800 ROXBURY ROAD,HAGERSTOWN,MD,21746,-999,(240) 420-1601,STATE,OPEN,387,WASHINGTON,24043,USA,922140,CORRECTIONAL INSTITUTIONS,http://mgaleg.maryland.gov/pubs/budgetfiscal/2018fy-budget-docs-capital-q0-department-of-public-safety-and-correctional-services.pdf,2019-12-16T00:00:00Z,IMAGERY/OTHER,2019-12-16T00:00:00Z,http://www.dpscs.maryland.gov/locations/prisons.shtml,MINIMUM,390,0.00786795978409,{C23D69C9-0CCA-48DA-BC04-226C78A7ABED},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.007867959784087341,3.59358935436e-6,24043,24043011000,24043011000,24043011000,240430110001,240430110001,240430110001
1574,10006380,RIVERSIDE CCC,3001 BEAVER AVENUE,PITTSBURGH,PA,15233,-999,(412) 761-1955,STATE,OPEN,0,ALLEGHENY,42003,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cor.pa.gov/Facilities/CommunityCorrections/Documents/Region%203.pdf,2017-01-26T00:00:00Z,IMAGERY/OTHER,2020-01-30T00:00:00Z,NOT AVAILABLE,MINIMUM,-999,0.00240324313988,{6723AA5F-4B2D-480E-BA80-DC9141029387},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0024032431398808415,3.53169128668e-7,42003,42003270400,42003980900,42003980900,420032704001,420039809001,420039809001
1584,10003047,SCI WAYMART,11 FAIRVIEW DR,WAYMART,PA,18472,-999,(570) 488-5811,STATE,OPEN,1554,WAYNE,42127,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30T00:00:00Z,IMAGERY/OTHER,2020-01-30T00:00:00Z,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1522,0.0145483139167,{47731694-5291-431C-8C98-D2F0D83B9F20},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.014548313916728485,8.44201721431e-6,42127,42127960900,42127960900,42127960900,421279609002,421279609002,421279609002
1625,10000025,LAKIN CORRECTIONAL CENTER,11264 OHIO RIVER ROAD,WEST COLUMBIA,WV,25287,-999,(304) 674-2440,STATE,OPEN,452,MASON,54053,USA,922140,CORRECTIONAL INSTITUTIONS,http://wvde.state.wv.us/odtp/Schools/LakinCorrectionalCenter.htm,2020-03-03T00:00:00Z,IMAGERY/OTHER,2020-03-03T00:00:00Z,http://wvde.state.wv.us/odtp/Schools/LakinCorrectionalCenter.htm,MAXIMUM,543,0.017219475417,{69467B4B-0A7A-4776-8852-5B74D2FFAE87},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.017219475417042947,8.67631626338e-6,54053,54053954800,54053954801,54053954801,540539548003,540539548011,540539548011
1645,10000017,LORRIE YEAGER JR. JUVENILE CENTER,907 MISSION DR.,PARKERSBURG,WV,26101,-999,(304) 420-4860,STATE,OPEN,23,WOOD,54107,USA,922140,CORRECTIONAL INSTITUTIONS,https://dcr.wv.gov/facilities/Pages/juvenile-centers-and-facilities/lorrie-yeager-jr-juvenile-center.aspx,2018-01-22T00:00:00Z,IMAGERY/OTHER,2020-03-03T00:00:00Z,https://dcr.wv.gov/facilities/Pages/juvenile-centers-and-facilities/lorrie-yeager-jr-juvenile-center.aspx,JUVENILE,24,0.00421440054719,{B5BA62FD-A104-47D4-89F9-2E2E103DD5DF},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0042144005471872244,8.85898602744e-7,54107,54107000902,54107000902,54107000902,541070009022,541070009022,541070009022
1650,10000737,SCI SOMERSET,1590 WALTERS MILL RD,SOMERSET,PA,15510,0001,(814) 443-8100,STATE,OPEN,2394,SOMERSET,42111,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30T00:00:00Z,IMAGERY/OTHER,2020-01-30T00:00:00Z,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,2203,0.0199364079064,{969129ED-A5AF-4339-894D-ABD3B4F5B155},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.019936407906360656,2.54351204338e-5,42111,42111020800,42111020800,42111020802,421110208005,421110208004,421110208021
1662,10005222,SCRANTON COMMUNITY CORRECTIONS CENTER,240 ADAMS AVE,SCRANTON,PA,18503,-999,(570) 963-4215,STATE,OPEN,0,LACKAWANNA,42069,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CommunityCorrections/Pages/default.aspx, http://www.cor.pa.gov/Facilities/CommunityCorrections/Documents/What%20is%20Community%20Corrections.pdf",2017-10-10T00:00:00Z,IMAGERY/OTHER,2020-01-31T00:00:00Z,http://www.cor.pa.gov/Facilities/CommunityCorrections/Pages/default.aspx#.VmXGTrgrJaQ,NOT AVAILABLE,36,9.25844875629e-4,{B3834895-7DC6-4A3F-9E63-3EC14B1650CA},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,9.258448756291551e-4,3.92228665936e-8,42069,42069100200,42069100200,42069100200,420691002003,420691002002,420691002002
1664,10001713,BLEDSOE COUNTY CORRECTIONAL COMPLEX,1045 HORSEHEAD RD,PIKEVILLE,TN,37367,-999,(423) 881-3251,STATE,OPEN,2427,BLEDSOE,47007,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tn.gov/correction/sp/state-prison-list/bledsoe-count-correctional-complex.html,2017-11-30T00:00:00Z,IMAGERY/OTHER,2019-12-08T00:00:00Z,https://www.tn.gov/correction/sp/state-prison-list.html,MAXIMUM,2539,0.0362642280517,{87BA517C-85E6-4059-BA73-7CA09086214C},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.03626422805174956,2.76837452657e-5,47007,47007953200,47007953200,47007953200,470079532002,470079532001,470079532002
1683,10001774,HAYWOOD CORRECTIONAL CENTER,141 HEMLOCK ST,WAYNESVILLE,NC,28786,-999,NOT AVAILABLE,STATE,CLOSED,0,HAYWOOD,37087,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www2.ncdps.gov/Index2.cfm?a=000003,002240,002324",2015-11-13T00:00:00Z,IMAGERY/OTHER,2020-02-13T00:00:00Z,"https://www.ncdps.gov/Index2.cfm?a=000003,002240,002324",MINIMUM,128,0.0034422319798,{971D0F6D-68CB-42EF-827A-43F60C2CC59E},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.003442231979800356,7.22747041788e-7,37087,37087981200,37087921200,37087921201,370879812002,370879212005,370879212012
1685,10003121,SCI GREENE,175 PROGRESS DR,WAYNESBURG,PA,15370,-999,(724) 852-2902,STATE,OPEN,1695,GREENE,42059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30T00:00:00Z,IMAGERY/OTHER,2020-01-30T00:00:00Z,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,CLOSE,1478,0.0178799429873,{3EC0E02A-08A3-4193-9253-E69C5A58D5A8},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.017879942987317394,1.83288324074e-5,42059,42059970500,42059970501,42059970501,420599705002,420599705011,420599705012
1690,10000986,LIGHTHOUSE YOUTH CENTER - PAINT CREEK,1071 TONG HOLLOW RD,BAINBRIDGE,OH,45612,-999,(740) 634-3094,STATE,OPEN,53,ROSS,39141,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.lys.org/services/juvenile-justice/lighthouse-youth-center-at-paint-creek/,2017-07-26T00:00:00Z,IMAGERY/OTHER,2020-02-20T00:00:00Z,https://www.lys.org/services/juvenile-justice/lighthouse-youth-center-at-paint-creek/,JUVENILE,60,0.0139085052111,{17B2C6E7-2672-4D7B-9E21-77ADFCC445C6},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.01390850521113477,4.78573724922e-6,39141,39141955700,39141955700,39141955700,391419557003,391419557003,391419557003
1694,10003077,SCI PINE GROVE,189 FYOCK RD,INDIANA,PA,15701,-999,(724) 465-9630,STATE,OPEN,1148,INDIANA,42063,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30T00:00:00Z,IMAGERY/OTHER,2020-01-30T00:00:00Z,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1163,0.0142850397922,{1DAE736B-71B0-487C-B492-E259AED905DF},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.014285039792190514,1.17873226635e-5,42063,42063960900,42063960900,42063960900,420639609002,420639609002,420639609003
1695,10001204,BIRMINGHAM COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,1216 25TH ST N,BIRMINGHAM,AL,35234,3196,(205) 252-2994,STATE,OPEN,239,JEFFERSON,01073,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-11-05T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,MINIMUM,312,0.0016797484725,{D372D83D-CFF5-488A-BA0E-FBD1046F51A7},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0016797484724977495,1.7107005571e-7,01073,01073002700,01073001600,01073001600,010730027003,010730016001,010730016001
1697,10003082,SCI SMITHFIELD,1120 PIKE ST,HUNTINGDON,PA,16652,-999,(814) 643-6520,STATE,OPEN,1346,HUNTINGDON,42061,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30T00:00:00Z,IMAGERY/OTHER,2020-01-30T00:00:00Z,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,CLOSE,1125,0.0148978111586,{68392996-990C-4DBA-8C0E-FCA2C3E004F5},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.014897811158604708,1.36280279171e-5,42061,42061950300,42061950300,42061950302,420619503005,420619503005,420619503021
1707,10004239,NOXUBEE COUNTY COMMUNITY WORK CENTER,110 INDUSTRIAL PARK ROAD,MACON,MS,39341,-999,(662) 726-2375,STATE,OPEN,46,NOXUBEE,28103,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mdoc.ms.gov/Admin-Finance/Pages/Daily-Inmate-Population.aspx,2017-11-30T00:00:00Z,IMAGERY/OTHER,2020-01-07T00:00:00Z,https://www.mdoc.ms.gov/Pages/Facility-Locations.aspx,MINIMUM,58,0.00327275664806,{FEBF681D-C5EC-4D4A-BBF8-A3FE5F9C4FE3},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0032727566480568785,6.90429952235e-7,28103,28103950300,28103950300,28103950300,281039503001,281039503001,281039503001
1744,10003387,EASTERN OHIO CORRECTION CENTER - FEMALE CENTER,227 N MARKET ST,LISBON,OH,44432,-999,(330) 420-0288,STATE,OPEN,33,COLUMBIANA,39029,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.drc.ohio.gov/,2017-07-21T00:00:00Z,IMAGERY/OTHER,2020-02-20T00:00:00Z,https://www.drc.ohio.gov/,MEDIUM,35,0.00152634351582,{A033525F-6F02-471B-8D3D-CE5CAF4DE32B},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.001526343515824422,1.19951229612e-7,39029,39029951100,39029951100,39029951100,390299511003,390299511003,390299511003
1840,10001875,HUTTONSVILLE CORRECTIONAL CENTER,"US HWY 250 S, P.O. BOX 1",HUTTONSVILLE,WV,26273,-999,(304) 335-2291,STATE,OPEN,1131,RANDOLPH,54083,USA,922140,CORRECTIONAL INSTITUTIONS,https://dcr.wv.gov/facilities/Pages/prisons-and-jails/hccj.aspx,2020-03-03T00:00:00Z,IMAGERY/OTHER,2020-03-03T00:00:00Z,https://dcr.wv.gov/facilities/Pages/prisons-and-jails/hccj.aspx,MAXIMUM,1135,0.0160434425252,{D84249BE-AA2E-4257-A13B-F1DA7723D652},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.016043442525227186,9.78926926291e-6,54083,54083966500,54083966500,54083966500,540839665001,540839665001,540839665001
1867,10001873,OHIO COUNTY CORRECTIONAL CENTER,1501 EOFF ST,WHEELING,WV,26003,-999,(304) 238-1007,STATE,OPEN,66,OHIO,54069,USA,922140,CORRECTIONAL INSTITUTIONS,https://dcr.wv.gov/facilities/Pages/prisons-and-jails/occcj.aspx,2020-03-03T00:00:00Z,IMAGERY/OTHER,2020-03-03T00:00:00Z,https://dcr.wv.gov/facilities/Pages/prisons-and-jails/occcj.aspx,MINIMUM,67,0.00163394331034,{CA210F23-447E-4A61-B736-A883600ECD99},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0016339433103369477,1.35378037722e-7,54069,54069000100,54069002700,54069002700,540690001001,540690027001,540690027001
1982,10003192,ELMIRA CORRECTIONAL FACILITY,1879 DAVIS ST,ELMIRA,NY,14901,0500,(607) 734-3901,STATE,OPEN,1800,CHEMUNG,36015,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/elmira-correctional-facility,2015-11-13T00:00:00Z,IMAGERY/OTHER,2020-02-13T00:00:00Z,https://doccs.ny.gov/location/elmira-correctional-facility,MAXIMUM,1856,0.0168497265428,{263E754E-F78D-4FAF-B3C3-E07617DDA0B7},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.016849726542787748,1.41864574477e-5,36015,36015000300,36015000300,36015000300,360150003001,360150003001,360150003001
1983,10003193,SOUTHPORT CORRECTIONAL FACILITY,236 BOB MASIA DR,PINE CITY,NY,14871,2000,(607) 737-0850,STATE,OPEN,486,CHEMUNG,36015,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/southport-correctional-facility,2017-09-29T00:00:00Z,IMAGERY/OTHER,2020-02-13T00:00:00Z,https://doccs.ny.gov/location/southport-correctional-facility,MAXIMUM,945,0.0199472414013,{43F17951-5AEE-4F41-B0D1-2E223980A803},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.01994724140128497,1.96128042725e-5,36015,36015011200,36015011200,36015011200,360150112009,360150112006,360150112006
2036,10003308,WISE CORRECTIONAL UNIT,3602 BEAR LANE,COEBURN,VA,24230,1198,(276) 679-9204,STATE,OPEN,110,WISE,51195,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/facilities-and-offices/,2015-04-23T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://vadoc.virginia.gov/facilities-and-offices/,MINIMUM,120,0.00529165738301,{B74172D9-9AD0-4A5A-B57B-DAA91754893B},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.005291657383007575,1.15088351703e-6,51195,51195991500,51195931500,51195931500,511959915003,511959315004,511959315004
2054,10001577,BOTETOURT CORRECTIONAL CENTER,201 STATE DR,TROUTVILLE,VA,24175,-999,NOT AVAILABLE,STATE,CLOSED,0,BOTETOURT,51023,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.wsls.com/news/2015/06/19/va-national-guard-secures-former-botetourt-correctional-center-for-readiness-center/,2015-11-20T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://www.wsls.com/news/2015/06/19/va-national-guard-secures-former-botetourt-correctional-center-for-readiness-center/,MINIMUM,-999,0.00642323374599,{895C89E4-7142-4974-8344-7103B6E65636},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.006423233745990294,2.62782978629e-6,51023,51023040400,51023040401,51023040401,510230404001,510230404011,510230404011
2081,10000759,LAKEVIEW SHOCK INCARCERATION CORRECTIONAL FACILITY,9300 LAKE AVE,BROCTON,NY,14716,9798,(716) 792-7100,STATE,OPEN,660,CHAUTAUQUA,36013,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/lakeview-shock-incarceration-correctional-facility,2015-11-13T00:00:00Z,IMAGERY/OTHER,2020-02-13T00:00:00Z,https://doccs.ny.gov/location/lakeview-shock-incarceration-correctional-facility,MINIMUM,862,0.0231015737591,{8445B67D-0D5F-424C-A746-F4AB98F43814},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.02310157375907875,2.48682628964e-5,36013,36013036300,36013036300,36013036300,360130363001,360130363001,360130363001
2099,10003302,PULASKI CORRECTIONAL CENTER,6698 OLD US HWY 11,DUBLIN,VA,24084,-999,NOT AVAILABLE,STATE,CLOSED,0,PULASKI,51155,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.roanoke.com/news/pulaski-correctional-center-ready-to-close-its-doors/article_e534d698-1111-5895-b53c-ce8885f892d2.html,2009-01-01T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://www.roanoke.com/news/pulaski-correctional-center-ready-to-close-its-doors/article_e534d698-1111-5895-b53c-ce8885f892d2.html,MEDIUM,-999,0.00770524851612,{578D9C27-2C94-4DB8-8096-9BB441A4FEC3},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.007705248516121541,3.126647091e-6,51155,51155210600,51155210600,51155210600,511552106001,511552106001,511552106001
2158,10003321,KEYSTONE MARION YOUTH CENTER,225 STATE ST,MARION,VA,24354,-999,NOT AVAILABLE,STATE,CLOSED,0,SMYTH,51173,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.heraldcourier.com/news/article_bc603058-0a98-5da0-a959-e563aec3a3bf.html,2012-03-29T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://www.heraldcourier.com/news/article_bc603058-0a98-5da0-a959-e563aec3a3bf.html,JUVENILE,48,0.00635604812987,{2DF0381D-7EC7-4475-8B98-687BCE5F14D2},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0063560481298662545,1.16130054931e-6,51173,51173990500,51173030500,51173030500,511739905001,511730305001,511730305001
2296,10003329,USP LEE,LEE COUNTY INDUSTRIAL PARK & HICKORY FLATS RD,PENNINGTON GAP,VA,24277,-999,(276) 546-0150,FEDERAL,OPEN,1316,LEE,51105,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/lee/,2016-02-16T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://www.bop.gov/locations/institutions/lee/,MAXIMUM,960,0.0138697095283,{D48951F2-91DE-402B-9A1D-1BE4371FEA88},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.013869709528293942,1.21731378258e-5,51105,51105990300,51105950300,51105950302,511059903004,511059503004,511059503022
2300,10003330,USP LEE CAMP,LEE COUNTY INDUSTRIAL PARK & HICKORY FLATS RD,PENNINGTON GAP,VA,24277,-999,(276) 546-0150,FEDERAL,OPEN,76,LEE,51105,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/lee/,2016-02-16T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://www.bop.gov/locations/institutions/lee/,MINIMUM,128,0.00363076772126,{32761AD7-1E22-49AE-A064-7346CF861711},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.003630767721262123,4.6912463692e-7,51105,51105990300,51105950300,51105950302,511059903004,511059503004,511059503022
2318,10003320,MARION CORRECTIONAL TREATMENT CENTER,110 WRIGHT ST,MARION,VA,24354,3145,(276) 783-7154,STATE,OPEN,264,SMYTH,51173,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/facilities-and-offices/,2017-05-17T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://vadoc.virginia.gov/facilities-and-offices/,MAXIMUM,379,0.00570832075318,{E1E8371D-4C9B-474B-B716-B27353D6BBBF},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.005708320753183518,2.28585566624e-6,51173,51173990500,51173030500,51173030500,511739905001,511730305001,511730305001
2320,10003333,PATRICK HENRY CORRECTIONAL UNIT #28,18155 A L PHILPOTT HWY,RIDGEWAY,VA,24148,-999,(276) 957-2234,STATE,OPEN,136,HENRY,51089,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/facilities-and-offices/,2015-09-21T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://vadoc.virginia.gov/facilities-and-offices/,MINIMUM,138,0.00726381520212,{CFCD470D-21EB-4770-AC20-AB00FF44861B},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.007263815202116679,1.34087259815e-6,51089,51089010700,51089010700,51089010700,510890107001,510890107001,510890107001
2323,10005834,POCAHONTAS STATE CORRECTIONAL CENTER,317 OLD MOUNTAIN ROAD,POCAHONTAS,VA,24635,0518,(276) 945-9173,STATE,OPEN,1026,TAZEWELL,51185,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/facilities-and-offices/,2017-05-11T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://vadoc.virginia.gov/facilities-and-offices/,MEDIUM,1034,0.00955555882316,{169947C6-4839-42B0-AC29-AFD64E28CD3B},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.009555558823163994,6.49165703887e-6,51185,51185990100,51185020100,51185020100,511859901001,511850201001,511850201001
2326,10006218,RIVER NORTH CORRECTIONAL CENTER,329 DELL BROOK LANE,INDEPENDENCE,VA,24348,-999,(276) 773-2518,STATE,OPEN,897,GRAYSON,51077,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/facilities-and-offices/,2016-03-16T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://vadoc.virginia.gov/facilities-and-offices/,MEDIUM,1000,0.0100621192598,{C7E29DBF-F71B-4576-8215-B4DEF119CB09},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.010062119259824281,5.75153122581e-6,51077,51077990200,51077060201,51077060201,510779902004,510770602013,510770602013
2334,10001591,WALLENS RIDGE STATE PRISON,272 DOGWOOD DR,BIG STONE GAP,VA,24219,-999,(276) 523-3310,STATE,OPEN,1062,WISE,51195,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,2016-04-28T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://vadoc.virginia.gov/facilities-and-offices/,MAXIMUM,1212,0.0104385704507,{3C38546E-E7C8-4081-B362-9FE1DFD5A748},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.010438570450734984,7.78601819143e-6,51195,51195991200,51195931200,51195931200,511959912004,511959312003,511959312003
2345,10006672,APPALACHIAN DETENTION AND DIVERSION CENTER,924 CLIFTON FARM ROAD,HONAKER,VA,24260,-999,(276) 889-7671,STATE,OPEN,53,RUSSELL,51167,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,2017-06-06T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://vadoc.virginia.gov/facilities-and-offices/,MINIMUM,106,0.00573094975948,{A72AA07F-4657-40EE-BD82-EB0BCCCB1AF7},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.005730949759481526,1.67420417214e-6,51167,51167990400,51167030402,51167030402,511679904001,511670304022,511670304022
2350,10003264,"NATURAL BRIDGE JUVENILE CORRECTIONAL CENTER",1425 ARNOLDS VALLEY RD,"NATURAL BRIDGE STATION",VA,24579,-999,NOT AVAILABLE,STATE,CLOSED,0,ROCKBRIDGE,51163,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.roanoke.com/webmin/news/juvenile-detention-center-shuttered/article_3ce1a30a-457b-5ffc-a2a2-8f87baf4980c.html,2009-09-16T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://www.roanoke.com/webmin/news/juvenile-detention-center-shuttered/article_3ce1a30a-457b-5ffc-a2a2-8f87baf4980c.html,JUVENILE,71,0.00846408054654,{C936F7ED-DDC0-479F-9FDA-5B6AB745EA44},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.00846408054653915,2.83255989912e-6,51163,51163990400,51163930400,51163930400,511639904004,511639304004,511639304004
2395,10002108,PAULDING PROBATION DETENTION CENTER,1295 N INDUSTRIAL BLVD,DALLAS,GA,30132,-999,(478) 988-7024,STATE,OPEN,150,PAULDING,13223,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dcor.state.ga.us/facility-finder,2014-09-01T00:00:00Z,IMAGERY/OTHER,2019-11-05T00:00:00Z,http://www.dcor.state.ga.us/facility-finder,MINIMUM,260,0.00536453818728,{E94EA8B8-7BB2-4F5A-A708-126E5F8E42B9},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.005364538187277387,1.89958175153e-6,13223,13223120100,13223120102,13223120108,132231201004,132231201021,132231201082
2428,10003075,FCI SCHUYLKILL,INTERSTATE 81 & 901 W,MINERSVILLE,PA,17954,-999,(570) 544-7100,FEDERAL,OPEN,947,SCHUYLKILL,42107,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bop.gov/about/statistics/population_statistics.jsp,2016-02-16T00:00:00Z,IMAGERY/OTHER,2020-01-29T00:00:00Z,https://www.bop.gov/locations/,MEDIUM,826,0.0175942260967,{B13B356E-AC9C-4A2A-B0AD-D747591E27CC},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.017594226096673393,1.73253957087e-5,42107,42107000900,42107000900,42107000902,421070009005,421070009005,421070009024
